DURAK_ADI,display_name
Minibüs Durağı,"Mahmut Şevket Paşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mahmut Şevket Paşa Mahallesi, Şişli, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Rasimpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34716, Türkiye"
Minibüs Durağı,"Rasimpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34716, Türkiye"
Minibüs Durağı,"Rasimpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34716, Türkiye"
Minibüs Durağı,"Rasimpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34716, Türkiye"
Minibüs Durağı,"Acıbadem Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34718, Türkiye"
Minibüs Durağı,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
Minibüs Durağı,"Merdivenköy Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34732, Türkiye"
Minibüs Durağı,"Ünalan Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34700, Türkiye"
Minibüs Durağı,"19 Mayıs Mahallesi, İstanbul, Marmara Bölgesi, 34736, Türkiye"
Minibüs Durağı,"Kozyatağı Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34742, Türkiye"
Minibüs Durağı,"Bostancı Mahallesi, İstanbul, Marmara Bölgesi, 34744, Türkiye"
Minibüs Durağı,"Cihangir Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, 34310, Türkiye"
Minibüs Durağı,"İslambey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"İzzettin Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Ferhatpaşa Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
Minibüs Durağı,"Osmangazi Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Osmangazi Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Pınartepe Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Karaağaç Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
Minibüs Durağı,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Dereağzı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
Minibüs Durağı,"Büyükşehir Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
Minibüs Durağı,"Akçaburgaz Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, 34538, Türkiye"
Minibüs Durağı,"Akçaburgaz Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, 34538, Türkiye"
Minibüs Durağı,"Orhangazi Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Orhangazi Mahallesi, Esenyurt, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
Minibüs Durağı,"Boğazköy İstiklal Mahallesi, İstanbul, Marmara Bölgesi, 34285, Türkiye"
Minibüs Durağı,"Başak Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Terazidere Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34220, Türkiye"
Minibüs Durağı,"Vatan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Vatan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Vatan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Atatürk Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 364303, Türkiye"
Minibüs Durağı,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
HİLAL PARK,"Şirintepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HİLAL PARK,"Yahya Kemal Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, Türkiye"
ULUS CAD.,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
DARÜLACEZE ÖNÜ,"İnönü Mahallesi, İstanbul, Türkiye"
C.YARDIMCI İÖO,"İnönü Mahallesi, İstanbul, Türkiye"
C.YARDIMCI İÖO,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
Y.BEYAZIT CAMİİ,"Esenler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye"
İSMEK,"İnönü Mahallesi, İstanbul, Türkiye"
İSMEK,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
MOLLA GÜRANİ CAMİ,"Şeyhli Mahallesi, İstanbul, Marmara Bölgesi, 34906, Türkiye"
FAHRİ KORUTÜRK CAD.,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARAYEL SOKAK,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TOPÇAMLAR SOKAK,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARTAL SU DEPOSU,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ŞANTİYE ŞEFLİĞİ,"Mithatpaşa Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34075, Türkiye"
REFHAN TÜMER LİSESİ,"Çırçır Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
ALİBEYKÖY İTFAİYE,"Çırçır Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
TUNA CADDESİ,"İsmetpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
ALİBEYKÖY STADI,"Alibeyköy Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
MALİYE BLOKLARI,"Akşemsettin Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34070, Türkiye"
K.HANE KÜLTÜR MERKEZ,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
K.HANE KÜLTÜR MERKEZ,"Merkez Mahallesi, Kağıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye"
SEFA KÖPRÜSÜ,"Bağlarbaşı Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34245, Türkiye"
SARIGÖL,"Yıldıztabya Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34240, Türkiye"
SARIGÖL,"Yeşilpınar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34065, Türkiye"
CAMİİ KEBİR,"Camiikebir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MİMAR SİNAN CAMİİ,"Yıldıztabya Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34240, Türkiye"
MİMAR SİNAN CAMİİ,"Yeşilpınar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34065, Türkiye"
MEYDAN CAMİİ,"Şemsipaşa Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
FATİH SULTAN CAMİİ,"Uğurmumcu Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, 34265, Türkiye"
KÜÇÜKKÖY İ.H.L.,"Kazımkarabekir Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34255, Türkiye"
ABDİ İPEKÇİ CAD.,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
ABDİ İPEKÇİ CAD.,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
ABDİ İPEKÇİ CADDESİ,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
AVRUPA KONUTLARI,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
AVRUPA KONUTLARI,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KARAYOLLARI MAH.,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KARAYOLLARI MAH.,"Karayolları Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
TOPKAPI ALT GEÇİT,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
MERVE,"Karadeniz Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
TOPKAPI BAYRAMPAŞA,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
TOPKAPI BAYRAMPAŞA,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
KEÇESUYU,"Fevzi Çakmak Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKKÖY İSTANBUL CD,"Şemsipaşa Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
KÜÇÜKKÖY İSTANBUL CD,"Fevzi Çakmak Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
OTOYOLCULAR SİTESİ,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
PARK,"Çamçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YEDPA,"Ferhatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34888, Türkiye"
YEDPA,"Yeni Çamlıca Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
LALE SİTESİ,"Çamlık Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34912, Türkiye"
SAĞLIK OCAĞI,"Esentepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34870, Türkiye"
TEPE TARLA,"İçerenköy Mahallesi, İstanbul, Marmara Bölgesi, 34752, Türkiye"
TEPE TARLA,"İçerenköy Mahallesi, İstanbul, Marmara Bölgesi, 34752, Türkiye"
TEKKE SOKAK,"Fatih Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
İSKİ TESİSLERİ,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
Ş. HİKMET EFENDİ CAD,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
Ş. HİKMET EFENDİ CAD,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
KASEM SOKAK,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
TRABZON CAD.,"Necip Fazıl Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ANTALYA CADDESİ,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
A. İSKENDER K. KURSU,"Orhangazi Mahallesi, İstanbul, Marmara Bölgesi, 34925, Türkiye"
KEMAH,"Hamidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HV.UÇ.ER EĞT.KOM.LIĞ,"Balibey Mahallesi, Çayırbaşı, İstanbul, Marmara Bölgesi, Türkiye"
ÇAYIRBAŞI KÖYÜ,"Çayırbaşı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HAFIZ İMAM SOKAK,"Sahrayıcedit Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MESLEK EĞİTİM MERKEZ,"Hamidiye Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ŞİLE YOLU,"Fatih Sultan Mehmet Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
SAMANDIRA,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
OSMANGAZİ CAMİ,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇİÇEKÇİLER,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
N.AHMET HASOĞLU İÖO,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GENÇOSMAN,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GENÇOSMAN,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇATALZEYTİN,"Osmangazi Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇATALZEYTİN,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
BARAJYOLU,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34791, Türkiye"
BARAJ YOLU,"Mevlana Mahallesi, İstanbul, Marmara Bölgesi, 34791, Türkiye"
ORHANGAZİ,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TEPEÜSTÜ,"Paşaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FIRIN,"Paşaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇEŞME,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
SPASTİK ÇOCUKLAR VAK,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
SPASTİK ÇOCUKLAR VAK,"Küçükbakkalköy Mahallesi, İstanbul, 34750, Türkiye"
AYDINLAR SİTESİ,"Uğur Mumcu Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
AYDINLAR SİTESİ,"Uğur Mumcu Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
MESCİD,"Uğur Mumcu Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34882, Türkiye"
GÜZELTEPE İÖO.,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
GÜZELTEPE MEYDANI,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
BAŞAK SANAYİ SİTESİ,"Yıldıztabya Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, 34240, Türkiye"
VARDAR BULVARI,"Karadolap Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
ŞENBAĞ,"Karadolap Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
SABANCI ÜNİVERSİTESİ,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SABANCI ÜNİVERSİTESİ,"Orta Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ESENTEPE,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
ESENTEPE,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
ÇİÇEKÇİLER,"İstasyon Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BAHÇELER,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
KALEKAPI,"Cami Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
TUZLA LİSESİ,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
TUZLA LİSESİ,"Cami Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
ADLİYE,"Cami Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
SEVENLER CADDESİ,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
SEVENLER CADDESİ,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
STAD SOKAK,"Abdurrahmangazi Mahallesi, İstanbul, Marmara Bölgesi, 34887, Türkiye"
HUZUREVİ,"Zümrütevler Mahallesi, İstanbul, Marmara Bölgesi, 34852, Türkiye"
KARTAL KÖPRÜSÜ,"Cumhuriyet Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34876, Türkiye"
İÇMELER KÖPRÜSÜ,"İçmeler Mahallesi, İstanbul, Marmara Bölgesi, 34947, Türkiye"
KOCA YUSUF İÖO,"Yenimahalle Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
HASTANE,
İTFAİYE OKULU,"Zafer Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34194, Türkiye"
PAZAR YOLU,"Şirinevler Mahallesi, İstanbul, Marmara Bölgesi, 34188, Türkiye"
BİZİMKÖY,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MURAT ÇEŞME,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BÖLGE TRAFİK,"Piri Mehmet Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÜZELCE YENİ CAMİ,"Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
TATİL CADDESİ,"Yeniköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
PİKNİK ALANI-3,"Hacımaşlı Mahallesi, İstanbul, Marmara Bölgesi, 34492, Türkiye"
KOZALAK SOKAK,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GARANTİ SİTESİ,"Yenişehir Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BİRKENT SİTESİ,"Harmandere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
RUMELİKAVAĞI,"Rumeli Kavağı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KÖŞEBAŞI,"Maden Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÜLYALI,"Celaliye Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34534, Türkiye"
KADİR HAS ÜNV.,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
EŞREF BİTLİS CAD,"Çiftehavuzlar Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
AKINCILAR MAH,"Akıncılar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TURGUT ÖZAL BULVARI,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
İMAR BLOKLARI,"Çırçır Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
EDİRNEKAPI,"Derviş Ali Mahallesi, Fatih, İstanbul, Marmara Bölgesi, Türkiye"
YUSUF EFENDİ ÇİFTLİK SOKAK,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
,"Topçular Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye"
,"Yamanevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
,"Kavaklı Mahallesi, İstanbul, Marmara Bölgesi, 34596, Türkiye"
BEKİRLİ,"Bekirli Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
,"Topağacı Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34766, Türkiye"
,"Reşadiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
Zeytinburnu Mesleki ve Teknik Anadolu,"Merkezefendi Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye"
,"Bekirli Mahallesi, Silivri, İstanbul, Marmara Bölgesi, Türkiye"
Şemsipaşa,"Mimar Sinan Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
OVACIK,"Ovacık Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÖRCÜNLÜ,"Yaka Mahallesi, Şile, İstanbul, Marmara Bölgesi, Türkiye"
TEKKE MERKEZ,"Teke Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
TEKKE MERKEZ,"Teke Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEMİRCİLİ,"Hasanlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HASANLI,"Hasanlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SARIKAVAK,"Hasanlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AHMETLİ,"Ahmetli Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Yeni Şile Devlet Hastanesi,"Meşrutiyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
V. TOPÇU FEN LİSESİ,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
IŞIK ÜNV. KAMPÜSÜ,"Meşrutiyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
V. TOPÇU FEN LİSESİ,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KIZILCAKÖY SAPAĞI,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KIZILCAKÖY SAPAĞI,"Sofular Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SOFULAR SAPAĞI,"Sofular Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SOFULAR KÖYÜ,"Sofular Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SADIKLI,"Alacalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALACALI KÖY SAP.,"Alacalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ALACALI KÖY İÇİ,"Alacalı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Yunus Emre Bulvarı,"Esentepe Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
Yedikule,"Yedikule Mahallesi, Fatih, İstanbul, Marmara Bölgesi, Türkiye"
Topkapı,"Maltepe Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, 34010, Türkiye"
KUM FABRİKASI,"Karakiraz Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KARAKİRAZ KÖYİÇİ,"Karakiraz Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
IŞIK ÜNV. KAMPÜSÜ,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Değirmenköy (Haliç Sokak),"Fevzipaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34586, Türkiye"
V. TOPÇU FEN LİSESİ,"Kızılcaköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
Minibüs Durağı,"Sanayi Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34200, Türkiye"
Minibüs Durağı,"Güngören Merkez Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34164, Türkiye"
Minibüs Durağı,"Güven Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye"
Minibüs Durağı,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye"
Minibüs Durağı,"Sanayi Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34200, Türkiye"
Minibüs Durağı,"Güngören Merkez Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34164, Türkiye"
Minibüs Durağı,"Gençosman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gençosman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gençosman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gençosman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Gençosman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Sanayi Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34200, Türkiye"
Minibüs Durağı,"Sanayi Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34200, Türkiye"
Minibüs Durağı,"Mehmet Nesih Özmen Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
Minibüs Durağı,"Mehmet Nesih Özmen Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
Minibüs Durağı,"Abdurrahman Nafiz Gürman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
Minibüs Durağı,"Abdurrahman Nafiz Gürman Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34173, Türkiye"
Minibüs Durağı,"Mareşal Çakmak Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye"
Minibüs Durağı,"Akıncılar Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Güven Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye"
Minibüs Durağı,"Güven Mahallesi, Güngören, İstanbul, Marmara Bölgesi, 34160, Türkiye"
Minibüs Durağı,"Yavuz Selim Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Yavuz Selim Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Davutpaşa Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mimar Sinan Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Yavuz Selim Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Yavuz Selim Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Mimar Sinan Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Menderes Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Nenehatun Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Menderes Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Fevzi Çakmak Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Birlik Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Birlik Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
Minibüs Durağı,"Birlik Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
